DriveID,Driver,Vehicle,GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated),Miles Per Gallon(Instant)(mpg),Mass Air Flow Rate(cfm),Accel Pedal Pos #1(%)
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:26:54 CST 2013,26:54.3,-86.74279672,34.58731802,0.5,3,175.1000061,0,-0.15567628,8.16462135,5.95521593,0.07170376,0,66.73796844,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:26:56 CST 2013,26:55.3,-86.7427969,34.58731795,0.5,3,175.1000061,0,-0.23830444,8.34544563,6.07017708,0.07122427,0,67.54010773,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:26:57 CST 2013,26:56.3,-86.742797,34.58731785,0.5,3,175,0,-0.44786865,8.44244385,6.00551128,0.0746372,0,66.01603699,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:26:58 CST 2013,26:57.3,-86.74279709,34.58731781,0.5,3,175,0,-0.26584718,8.32269287,6.11807728,0.0746548,0,66.1764679,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:26:59 CST 2013,26:58.3,-86.74279714,34.58731774,0.5,3,175,0,-0.20477417,8.36580276,6.03544903,0.07075471,0,66.97861481,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:00 CST 2013,26:59.3,-86.74279723,34.58731772,0.5,3,174.8999939,0,-0.26105714,8.29036045,6.0306592,0.064372,0,66.1764679,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:00 CST 2013,27:00.3,-86.74279723,34.58731772,0.5,3,174.8999939,0,-0.41074586,8.47836876,6.16597795,0.08846575,0,66.49732208,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:01 CST 2013,27:01.4,-86.74279733,34.58731772,0.5,3,174.8999939,0,-0.3305127,8.44004917,6.08215189,0.09016345,0,66.01603699,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:02 CST 2013,27:02.3,-86.7427974,34.58731776,0.5,3,174.8999939,0,-0.22273682,8.27598953,6.03664684,0.07611032,0,66.01603699,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:02 CST 2013,27:03.4,-86.7427974,34.58731776,0.5,3,174.8999939,0,-0.1101709,8.41729641,6.37075186,0.0804047,0,66.01603699,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:05 CST 2013,27:04.3,-86.74279755,34.58731769,0.5,3,174.8999939,0,-0.2323169,8.44244385,6.2725563,0.08555096,0,66.01603699,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:05 CST 2013,27:05.3,-86.74279755,34.58731769,0.5,3,174.8999939,0,-0.16884887,8.25922489,6.25698853,0.07335143,0,32.32620621,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:07 CST 2013,27:06.3,-86.74279789,34.58731597,0.70710677,3,173.6999969,247.3,-0.06227051,8.10115337,6.1348424,0.05489475,0,32.32620621,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:08 CST 2013,27:07.3,-86.74279576,34.58731519,0.70710677,3,172.3999939,247.3,-0.24908203,8.12630081,6.0869422,0.05429691,0,32.32620621,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:09 CST 2013,27:08.3,-86.74279435,34.58731517,0.70710677,3,171.1999969,247.3,0.00479004,8.15264606,6.15160751,0.06009334,0,32.32620621,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:10 CST 2013,27:09.3,-86.74279731,34.58731781,0.9013878,3,170.3999939,247.3,-0.25506958,8.3167057,5.87737799,0.05743641,0,32.32620621,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:11 CST 2013,27:10.3,-86.74279546,34.58731766,0.70710677,3,169.1000061,247.3,-0.2945874,8.75020409,5.69296122,0.08355719,0,32.32620621,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:12 CST 2013,27:11.3,-86.74279199,34.58730953,0.559017,3,167.5,247.3,-0.57480466,8.45681381,6.20310068,0.08970791,4.6281004,28.39572144,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:13 CST 2013,27:12.3,-86.74279219,34.58730585,0.5,3,166.6000061,0,-0.13052857,8.05445099,6.04862165,0.04586858,4.6281004,28.39572144,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:14 CST 2013,27:13.3,-86.7427945,34.58730525,0.5,3,166.1000061,0,-0.59276736,8.77654934,6.15400267,0.0733768,0,28.39572144,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:15 CST 2013,27:14.3,-86.742794,34.58730241,0.5,3,165.3999939,0,-0.35087037,8.2640152,6.0593996,0.07576168,0,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:16 CST 2013,27:15.3,-86.74279286,34.58730019,0.5,3,165,0,-0.10897339,8.27838516,6.32644415,0.07031552,0,28.1550808,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:17 CST 2013,27:16.3,-86.74279343,34.58730174,0.559017,3,165,247.3,-0.1592688,8.17060947,6.29770374,0.07070571,0,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:17 CST 2013,27:17.3,-86.74279343,34.58730174,0.559017,3,165,247.3,-0.2323169,8.07361126,6.18154526,0.05579633,0,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:19 CST 2013,27:18.3,-86.74279174,34.58730697,0.9013878,3,163.1999969,341.2,-0.60474241,8.76936436,5.37562132,0.06931895,0,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:20 CST 2013,27:19.3,-86.74279399,34.58731385,0.9013878,3,163,340.9,-0.54486692,8.64003277,6.09053469,0.0979982,0,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:21 CST 2013,27:20.3,-86.74279741,34.58732102,0.9013878,3,163,340.9,-0.30296996,9.02922344,5.24748802,0.08400685,0,28.39572144,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:22 CST 2013,27:21.3,-86.74280145,34.58732742,0.9013878,3,162.6999969,340.9,-0.29937744,8.58015728,5.61272812,0.06459254,0,28.39572144,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:22 CST 2013,27:22.3,-86.74280145,34.58732742,0.9013878,3,162.6999969,340.9,-0.03233276,8.49393654,6.19471788,0.09065849,5.46972036,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:23 CST 2013,27:23.3,-86.74280405,34.58733373,0.9013878,3,162.3999939,340.9,0.8849597,7.46407843,6.63180923,0.04079372,5.46972036,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:24 CST 2013,27:24.3,-86.74280619,34.58734094,0.9013878,3,161.6999969,346.7,-0.14968872,8.29634762,6.15280533,0.07200664,5.46972036,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:26 CST 2013,27:25.3,-86.742809,34.5873582,1.118034,4,160.8000031,348.8,-0.03951782,8.1466589,6.37314701,0.07337648,5.46972036,28.31550789,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:26 CST 2013,27:26.3,-86.742809,34.5873582,1.118034,4,160.8000031,348.8,0.2335144,8.64602089,5.42831182,0.05992776,7.33451557,28.1550808,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:28 CST 2013,27:27.3,-86.74281091,34.58737358,0.9013878,3,159.8999939,347.2,-0.03951782,8.3729887,5.97317886,0.06745034,7.33451557,28.1550808,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:29 CST 2013,27:28.3,-86.74281304,34.58737873,0.9013878,3,159.8999939,342.1,-0.31135255,8.83642483,5.47501469,0.07911879,7.33451557,28.1550808,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:30 CST 2013,27:29.3,-86.74281216,34.5873795,0.70710677,3,159.6999969,342.1,-0.75203615,8.78133869,5.61033344,0.08399957,7.35547113,28.07486534,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:30 CST 2013,27:30.3,-86.74281216,34.5873795,0.70710677,3,159.6999969,342.1,-0.86220706,8.66877365,5.82109499,0.08703393,2.26887321,68.26203156,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:32 CST 2013,27:31.3,-86.74279466,34.58736826,1.118034,3,159.3999939,110.5,-1.5639478,8.48914719,5.7935524,0.07873482,0,78.20855713,27.45098114
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:33 CST 2013,27:32.3,-86.74277935,34.58736419,1.3462912,3,159,98.7,-1.09093142,8.26042271,5.68577623,0.04726273,2.43558669,84.78609467,29.01960754
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:34 CST 2013,27:33.3,-86.74274434,34.58736424,2.795085,3,158.8000031,87.9,-0.91130495,9.07472897,5.70613384,0.11566716,2.43558669,84.78609467,32.54901886
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:35 CST 2013,27:34.3,-86.74270247,34.58737109,3.7831864,3,158.6999969,79.9,-0.81670165,9.29028034,5.86779785,0.14219064,4.15563345,99.38502502,32.54901886
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:36 CST 2013,27:35.3,-86.74265356,34.58738305,4.527693,3,158.5,75.8,-0.42870849,8.61009502,5.69176388,0.07203084,6.83645821,105.7219238,34.50980377
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:36 CST 2013,27:36.3,-86.74265356,34.58738305,4.527693,3,158.5,75.8,-0.37721556,9.01365566,5.98754883,0.12274069,7.68482113,107.4866257,34.50980377
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:38 CST 2013,27:37.3,-86.74254441,34.58742099,5.771698,3,158.1000061,75.4,-0.80472654,8.45920944,5.62230825,0.0576362,8.52455235,109.0106964,34.11764526
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:38 CST 2013,27:38.3,-86.74254441,34.58742099,5.771698,3,158.1000061,75.4,-0.57480466,8.8472023,6.21028566,0.12242061,9.01804638,108.7700577,34.11764526
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:40 CST 2013,27:39.3,-86.74241193,34.58745634,6.768493,3,157.6000061,74.5,-1.23942256,8.53824425,5.56722307,0.06568664,9.01804638,108.7700577,34.11764526
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:40 CST 2013,27:40.3,-86.74241193,34.58745634,6.768493,3,157.6000061,74.5,-0.84065187,8.31550789,5.61871576,0.0456019,10.08632755,107.4866257,33.72549057
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:42 CST 2013,27:41.3,-86.74226337,34.58749654,7.5166483,3,157.8999939,73.8,-0.37003052,9.36452675,6.27016115,0.16843039,10.08632755,107.4866257,33.72549057
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:43 CST 2013,27:42.3,-86.74218005,34.58751978,7.7661123,3,157.6999969,73.4,-0.16405883,9.42679691,6.10969496,0.16423517,15.12992477,88.71658325,29.01960754
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:43 CST 2013,27:43.3,-86.74218005,34.58751978,7.7661123,3,157.6999969,73.4,-0.35566041,9.24597263,6.48810768,0.17097622,15.76632023,91.68449402,29.41176414
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:45 CST 2013,27:44.3,-86.74201345,34.58756032,8.265138,3,157.6999969,74,-0.23111938,9.04958153,6.39829445,0.14901203,15.78012657,91.60427856,29.41176414
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:46 CST 2013,27:45.3,-86.74192511,34.58757688,8.265138,3,157.3999939,77.3,0.21195923,8.77175903,5.92408085,0.09819931,17.8956356,80.77539825,27.05882263
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:47 CST 2013,27:46.3,-86.7418399,34.58758742,8.265138,3,157.3999939,80.6,-0.13292359,8.19096661,5.57321024,0.02899903,17.8956356,80.77539825,26.66666603
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:48 CST 2013,27:47.3,-86.74175412,34.58759485,8.514693,3,156.5,82.2,-1.23463261,9.23519516,6.44978762,0.17414182,17.8436985,83.90373993,26.66666603
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:48 CST 2013,27:48.3,-86.74175412,34.58759485,8.514693,3,156.5,82.2,-1.50646734,8.48435688,6.72281981,0.13309997,17.8436985,83.90373993,23.13725471
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:50 CST 2013,27:49.3,-86.7415755,34.58761891,8.514693,3,156.6000061,77.9,-0.7256909,8.46998692,6.56355095,0.1138007,24.72229576,62.64705658,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:51 CST 2013,27:50.3,-86.74149017,34.58763812,8.514693,3,156.5,76.2,-0.60234743,8.38256836,6.33961678,0.09210449,24.10500908,64.25133514,22.35294151
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:52 CST 2013,27:51.3,-86.74139746,34.58765808,8.514693,3,156.6000061,75.9,-1.13643682,8.20533657,6.37554216,0.08455199,24.37892914,63.52941132,22.35294151
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:53 CST 2013,27:52.3,-86.74130977,34.58767886,8.514693,3,156.8999939,76.1,-0.07544312,8.76337624,6.45577526,0.12856454,23.12826347,64.73262024,21.96078491
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:53 CST 2013,27:53.3,-86.74130977,34.58767886,8.514693,3,156.8999939,76.1,-1.67771113,9.13819695,6.18154526,0.15655643,23.12826347,64.73262024,21.96078491
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:55 CST 2013,27:54.3,-86.74112904,34.58771848,8.265138,3,156.6999969,76.2,-0.15807129,8.39334583,6.38751698,0.09429365,23.04260254,64.9732666,21.96078491
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:56 CST 2013,27:55.3,-86.74104187,34.58773963,8.265138,3,156.3999939,76.3,-0.51373172,8.34784031,6.72042465,0.1126942,23.07108498,64.89305115,21.96078491
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:56 CST 2013,27:56.3,-86.74104187,34.58773963,8.265138,3,156.3999939,76.3,-0.5053491,8.36700058,6.06418943,0.07362205,22.9012394,65.37432861,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:57 CST 2013,27:57.3,-86.74095606,34.5877575,8.265138,3,156.6999969,76.5,-0.554447,7.91434193,6.06538677,0.03700691,23.9903698,62.40641785,20.3921566
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:27:58 CST 2013,27:58.3,-86.74086759,34.58777804,8.265138,3,156.6999969,76.7,0.42990601,8.14306641,6.00431395,0.05126363,25.48925591,56.71123123,20
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:00 CST 2013,27:59.3,-86.74069983,34.58781307,8.01561,3,156.6999969,76.8,-0.18202148,8.48196125,6.29291391,0.09576124,25.5978756,56.47058868,20
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:00 CST 2013,28:00.3,-86.74069983,34.58781307,8.01561,3,156.6999969,76.8,-0.61192751,8.08319092,6.29051876,0.06494826,25.52536201,56.63101578,20
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:01 CST 2013,28:01.3,-86.74061975,34.58783023,7.7661123,3,156.8000031,76.7,-1.4621594,8.23766994,6.49529314,0.09869283,23.86991882,58.39572144,20.3921566
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:03 CST 2013,28:02.3,-86.74046182,34.58786623,7.7661123,3,156.6999969,76.9,-0.53648436,8.20174408,6.4090724,0.08145636,21.72162628,64.17111969,24.31372643
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:03 CST 2013,28:03.3,-86.74046182,34.58786623,7.7661123,3,156.6999969,76.9,-0.8586145,8.67955112,5.71691179,0.0820542,16.44021034,84.78609467,26.27450943
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:05 CST 2013,28:04.3,-86.74029844,34.58789438,7.75,3,156.3000031,77.5,-0.85142946,7.70358038,5.57560539,-0.00774401,16.8875618,82.54010773,25.88235283
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:06 CST 2013,28:05.3,-86.74021426,34.58790676,8,3,156,78.4,-0.81909668,8.05564785,5.81869984,0.03541595,18.63588905,77.56684113,25.09803963
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:06 CST 2013,28:06.3,-86.74021426,34.58790676,8,3,156,78.4,0.29937744,7.5598793,5.77798462,-0.01058257,18.40746117,78.52941132,25.49019623
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:08 CST 2013,28:07.3,-86.74003211,34.58792103,8.25,3,155,84.8,0.57600218,7.72393799,5.8498354,0.05933422,23.21456337,64.49198151,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:09 CST 2013,28:08.3,-86.73994036,34.58791335,8.25,3,154.8000031,91.7,0.68377805,7.69879007,5.88456297,0.00924134,23.53658104,63.60962296,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:09 CST 2013,28:09.3,-86.73994036,34.58791335,8.25,3,154.8000031,91.7,0.1592688,7.55748415,6.11927509,0.01039213,26.42361259,54.70588303,18.8235302
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:11 CST 2013,28:10.3,-86.73976551,34.58788057,7.75,4,154.6999969,103.9,-1.87769532,8.11552334,6.88089132,0.12036151,26.34635162,54.86631012,19.2156868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:12 CST 2013,28:11.3,-86.73968614,34.58786677,7.75,3,154.8000031,98.5,-1.39150631,7.75267839,5.8498354,0.01912874,22.86487007,60.96256638,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:13 CST 2013,28:12.3,-86.73960922,34.58787643,7.5,3,154.1999969,83.5,-3.39853263,8.43286419,7.0245924,0.19020063,21.64047623,64.41175842,21.56862831
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:14 CST 2013,28:13.3,-86.73953798,34.58790878,7.5,3,153.8999939,63,-4.00806522,7.20781136,6.31566668,0.07789117,14.71741199,91.20320892,30.98039246
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:15 CST 2013,28:14.3,-86.73948817,34.58795956,7.5,3,154.1000061,42.3,-2.08725953,7.94906998,5.56123543,0.03054851,12.06467056,111.2566834,32.94117737
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:16 CST 2013,28:15.3,-86.73944463,34.58801838,7.75,3,154.3999939,30.8,0.07065307,8.15504169,5.21515512,0.00577521,13.10505295,106.3636398,32.94117737
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:16 CST 2013,28:16.3,-86.73944463,34.58801838,7.75,3,154.3999939,30.8,1.20948482,8.17060947,5.58877802,0.03559226,13.26511478,105.0802155,32.94117737
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:18 CST 2013,28:17.3,-86.73935055,34.58812893,7.5,3,154.8000031,38.2,1.84536254,9.24238014,6.05580711,0.16096395,14.02526283,99.38502502,32.15686417
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:19 CST 2013,28:18.3,-86.73928372,34.58816649,7.5,3,154.8999939,54.6,1.24062014,7.6401124,5.70613384,-0.00076008,14.48108387,96.25668335,33.72549057
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:20 CST 2013,28:19.3,-86.73919859,34.58818269,7.5,3,154.8999939,76.2,0.46104127,7.42336321,5.17324209,-0.05746549,13.01670456,107.0855637,34.50980377
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:21 CST 2013,28:20.3,-86.73911487,34.58818115,7.75,3,155.1999969,87.8,0.30296996,8.58494759,6.01149893,0.08778793,16.95346451,82.21925354,34.90196228
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:22 CST 2013,28:21.3,-86.73903089,34.58817668,8,3,155.1000061,92.1,-0.13052857,7.66765499,5.00918341,-0.0472796,15.98647785,87.19251251,36.47058868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:23 CST 2013,28:22.3,-86.73894983,34.5881654,8.25,3,154.6000061,93.6,-1.42144406,9.004076,4.97325802,0.0775103,12.91821194,111.8983917,37.64706039
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:23 CST 2013,28:23.3,-86.73894983,34.5881654,8.25,3,154.6000061,93.6,-1.48730707,8.51070213,5.96000624,0.08892757,12.88985443,116.1497269,39.2156868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:24 CST 2013,28:24.3,-86.7388558,34.58815934,8.5,4,154.8000031,92,-1.48012209,8.90468216,5.83426762,0.11463231,12.79776478,125.0534744,39.60784149
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:26 CST 2013,28:25.3,-86.73865223,34.58815521,9.25,3,155,89.1,-1.47772706,9.38727951,5.17683458,0.12210637,12.68386269,126.1764679,39.2156868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:27 CST 2013,28:26.3,-86.73855239,34.5881566,9.5,3,155.1999969,89.2,-2.29323125,9.07951927,5.87258768,0.14577681,20.16991806,84.46524048,32.94117737
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:28 CST 2013,28:27.3,-86.73844471,34.588156,9.5,3,155.3000031,88.6,-0.47301635,7.83410883,5.56722307,-0.0001213,21.45345879,79.41175842,31.37254906
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:28 CST 2013,28:28.3,-86.73844471,34.588156,9.5,3,155.3000031,88.6,0.01676514,7.83770132,6.0222764,0.0265649,25.04590225,68.02138519,27.84313774
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:30 CST 2013,28:29.3,-86.73823641,34.58815966,9.5,3,155.3000031,88.4,1.17954707,9.94891071,6.0546093,0.21227223,25.28443336,67.37967682,27.84313774
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:31 CST 2013,28:30.3,-86.73814015,34.5881559,9.25,3,155.6000061,90.6,1.38671637,7.58023691,5.67380142,-0.0055176,29.7463913,57.27272415,24.70588303
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:32 CST 2013,28:31.3,-86.73803753,34.58814998,9.25,3,155.3999939,93.6,1.29331052,8.12390614,5.8462429,0.0477491,29.95616722,56.87165833,19.2156868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:33 CST 2013,28:32.3,-86.73794379,34.58813771,9,3,155.6999969,96.5,-0.43349853,7.87602186,5.94683361,0.02598113,29.71907616,55.58823395,19.2156868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:34 CST 2013,28:33.3,-86.73784463,34.5881245,8.75,3,155.6000061,97.5,-1.61184812,8.81127644,5.97557354,0.11662847,28.83195877,55.50802231,19.2156868
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:35 CST 2013,28:34.3,-86.73775706,34.58811415,8.25,3,155.5,95.2,-2.08606195,8.20054722,6.63300657,0.114986,27.34860039,56.63101578,15.68627453
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:35 CST 2013,28:35.3,-86.73775706,34.58811415,8.25,3,155.5,95.2,-4.4259963,7.67843246,7.48683119,0.20164436,31.34070396,46.12299347,16.86274529
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:37 CST 2013,28:36.3,-86.73760109,34.5881594,7.5,3,156.3000031,65.4,-3.26800418,9.17172718,6.91082907,0.23610991,25.02903557,57.75400925,20.7843132
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:38 CST 2013,28:37.3,-86.73755428,34.58821456,7.25,3,156.6999969,40.7,-3.44044566,7.62334728,6.75874519,0.11515349,22.46133995,59.75935745,21.1764698
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:39 CST 2013,28:38.3,-86.73753432,34.58827613,7,3,156.8999939,18.4,-0.60593992,7.53832388,6.31806135,0.02353722,21.33964729,60.48128128,21.1764698
Tim - Mon Nov 18 07:26:54 CST 2013,Tim,Prius,Mon Nov 18 07:28:40 CST 2013,28:39.3,-86.737514,34.58834088,7.25,4,155.8999939,15.9,-0.22992188,8.17300415,6.09412718,0.05850166,21.65557671,59.59893036,20.7843132
